"Department","Number","Name","Credits","Description","Prerequisites"
CHEM,"4900",Advanced Research Methods,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55297
CHEM,"4905",Based Chemistry Laboratory,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55298
CHEM,"4940",Seminar in Chemistry,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55299
CHEM,"4950",Advanced Chemical Research,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55300
CHEM,"4995",CTW,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55301
CHEM,"4997",Student Research and Teaching Support,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58182
CHIN,"1001",Elementary Chinese I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55308
CHIN,"1002",Elementary Chinese II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55309
CHIN,"2001",Intermediate Chinese I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55310
CHIN,"2002",Intermediate Chinese II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55311
CHIN,"2011",Chinese Language and Culture through Popular Music,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57976
CHIN,"2012",Pronunciation and Characters in Mandarin Chinese,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57977
CHIN,"3001",Advanced Chinese I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55312
CHIN,"3002",Advanced Chinese II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55313
CHIN,"3011",Chinese Culture and Society in Change: Advanced Reading and Writing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55314
CHIN,"3080",CTW,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55315
CHIN,"3081",Cultural Dimensions of Language Learning,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55316
CHIN,"3082",Cultural Encounters,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55317
CHIN,"3083",Modern China through Film,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55318
CHIN,"3084",Chinese Culture and Society Through Cuisine,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55319
CHIN,"3085",Chinese Writing System and Calligraphy,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57855
CHIN,"3395",Study Abroad,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55320
CHIN,"3396",Study Abroad,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55321
CHIN,"3397",Study Abroad,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55322
CHIN,"4011",Chinese for Internal Business I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55323
CHIN,"4012",Chinese for International Business II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55324
CHIN,"4021",Modern/Contemporary Chinese Literature in Translation,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55325
CHIN,"4080",Issues of Contemporary China in the World,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57856
CHIN,"4870",Honors Thesis I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55326
CHIN,"4880",Honors Thesis II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55327
CHIN,"4995",CTW,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55328
CNHP,"2000",Introduction to Health Informatics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57983
CNHP,"2010",Medical Terminology for Healthcare,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57984
CNHP,"2050",Introduction to Health Sciences,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57985
CNHP,"3000",Communication/Cultural Diversity,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55397
CNHP,"3010",Advanced Medical Terminology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55398
CNHP,"3050",Special Topics in Nursing and Health Professions,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55399
CNHP,"3101",Intro to EHR and Applications,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58123
CNHP,"3106",Information Systems and Public Health,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58126
CNHP,"3110",Rehabilitation Sciences: Interprofessional Research Practicum,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55400
CNHP,"3115",Rehabilitation Sciences: Early Childhood Rehabilitation,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55401
CNHP,"3200",Interprofessional Seminar,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55402
CNHP,"3300","Human Services Policy, Planning and Trends",3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55403
CNHP,"3400",Spanish for the Health Care Professional,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55404
CNHP,"3500",Research Methods,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55405
CNHP,"3810",Interpretation of Clinical Laboratory Values for Health Professionals,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55406
CNHP,"3900",EKG Interpretation,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55407
CNHP,"3910",Introduction to the Health Care System,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58125
CNHP,"3950",Healthcare Finance Analytics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57874
CNHP,"3970",Health Information Systems,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58129
CNHP,"4001",Study Abroad,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55408
CNHP,"4010",Leadership and Ethics in Healthcare,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55409
CNHP,"4020",Neurobiology of Sleep,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55410
CNHP,"4025",Complementary and Alternative Pharmacological Health and Wellness,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55411
CNHP,"4096",End of Life Issues,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55412
CNHP,"4100",Quality and Safety in Health Informatics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55413
CNHP,"4112",Telehealth Applications for Health Informaticians (CTW),3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58124
CNHP,"4115",Signature Experience for Interprofessional Rehab Sciences,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55414
CNHP,"4120",Business Processes in Health Informatics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55415
CNHP,"4122",System Analysis & Design in Health Care,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58127
CNHP,"4125",Rehabilitation Sciences: Caring for the Community from an Interprofessional Approach,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55416
CNHP,"4130",A Therapeutic Exercise,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55417
CNHP,"4200",Health and the Older Adult,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55418
CNHP,"4500",Health Communication,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55421
CNHP,"4600",Capstone Project in Health Informatics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55422
CNHP,"4601",Health Informatics Internship,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55423
CNHP,"4680",Security and Privacy through Healthcare Technology,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55424
CNHP,"4790",Directed Readings in Health Sciences,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55425
COOP,"2000",Cooperative Education 1,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57986
COOP,"3000",Cooperative Education 2,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55426
CSD,"2480",Introduction to Hearing Science and Disorders,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58148
CSD,"2490",Audiologic Rehabilitation,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58149
CSD,"2540",Amplification and Hearing Assistive Technology for Audiology Assistants,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58146
CSD,"2570",Advanced Audiological Assessment,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58150
CSD,"2600",Professional Practices for Audiology Assistants,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58152
CSD,"3360",Anatomy and Physiology of Communication,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58154
CSD,"4320",Introduction to Language Disorders,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55541
CSD,"4480",Introduction to Hearing Science and Disorders,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55542
CSD,"4490",Audiologic Rehabilitation,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55543
CSD,"4540",Amplification and Hearing Assistive Technology for Audiology Assistants,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58147
CSD,"4570",Advanced Audiological Assessment,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58151
CSD,"4600",Professional Practices for Audiology Assistants,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58153
CSD,"4810",Directed Readings in Communication Sciences and Disorders,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55544
CIS,"2010",Introduction to Information Systems,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55329
CIS,"3001",Managing Information Technology Projects,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55330
CIS,"3260",Introduction to Programming,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55331
CIS,"3270",Application Programming,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55332
CIS,"3300",Systems Analysis,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55333
CIS,"3730",Database Management Systems,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55336
CIS,"4000",Introduction to Computer Forensics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55337
CIS,"4002",Financial Technologies,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55338
CIS,"4120",Defining and Innovating Business Processes,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55339
CIS,"4140",Enabled Business Processes,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55340
CIS,"4150",Apprenticeship in Cybersecurity for FinTech,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55341
CIS,"4190",Digital Business Transformation,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55342
CIS,"4280",Mobile Application Development,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57873
CIS,"4350",Technology for Entrepreneurs,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55345
CIS,"4389",Directed Readings in Information Systems,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55346
CIS,"4394",AI for Decision Making,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55347
CIS,"4620",Management of Information Services,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55348
CIS,"4680",Intro to Security,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55349
CIS,"4684",Cybersecurity Tools and Solutions,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58122
CIS,"4688",Protecting Business Systems and Networks,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55350
CIS,"4690",Information and Information Systems Security Risk Management,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55351
CIS,"4700",Computer Information Systems,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55352
CIS,"4730",Unstructured Data Management,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55353
CIS,"4850",Cloud Computing & Application Development,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55354
CIS,"4920",Data Programming,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55355
CIS,"4930",Big Data Analytics,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55356
CIS,"4970",Field Study in Computer Information Systems,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55357
CIS,"4980",System Development Projects,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55358
CSC,"1010",Computers and Applications,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55482
CSC,"1301",Principles of Computer Science I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55483
CSC,"1302",Principles of Computer Science II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55484
CSC,"2510",Theoretical Foundations of Computer Science,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55488
CSC,"2720",Data Structures,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54817
CSC,"2920",Ethical and Social Issues in Computing,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55489
CSC,"3210",Computer Organization and Programming,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55490
CSC,"3320",Level Programming,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54818
CSC,"3350",CTW,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58132
CSC,"4030",Computational Epidemiology I,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58183
CSC,"4040",Computational Epidemiology II,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58184
CSC,"4110",Introduction to Embedded Systems Laboratory,3,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55491
CSC,"4120",Introduction to Robotics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55492
CSC,"4210",Computer Architecture,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55493
CSC,"4220",Computer Networks,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55494
CSC,"4221",Mobile Computing and Wireless Network Security,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55495
CSC,"4222",Fundamentals of Cybersecurity,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=54816
CSC,"4223",Privacy,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55496
CSC,"4224",Ethical Hacking,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55497
CSC,"4225",Internetwork Programming,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55498
CSC,"4226",Secure Software Engineering,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55499
CSC,"4227",Network Security,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57875
CSC,"4250",Malware Analysis and Defense,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55500
CSC,"4251",Computer Forensics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55501
CSC,"4260",Digital Image Processing,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55502
CSC,"4270",Digital Signal Processing,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55503
CSC,"4310",Parallel and Distributed Computing,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55504
CSC,"4311",Cloud Computing,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55505
CSC,"4320",Operating Systems,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55506
CSC,"4330",Programming Language Concepts,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55507
CSC,"4340",Compilers,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55508
CSC,"4350",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55509
CSC,"4351",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58185
CSC,"4352",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=58186
CSC,"4360",Mobile Application Development,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55510
CSC,"4370",Web Programming,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55511
CSC,"4380",Windowing Systems Programming,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55512
CSC,"4510",Automata,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55513
CSC,"4520",Design and Analysis of Algorithms,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55514
CSC,"4610",Numerical Analysis I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55515
CSC,"4620",Numerical Analysis II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55516
CSC,"4630",Matlab,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55517
CSC,"4650",Introduction to Bioinformatics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55518
CSC,"4710",Database Systems,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55519
CSC,"4720",Computer Interaction,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55520
CSC,"4730",Data Visualization,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55521
CSC,"4740",Data Mining,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55522
CSC,"4750",Semantic Web,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55523
CSC,"4760",Big Data Programming,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55524
CSC,"4821",Fundamentals of Game Design,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55528
CSC,"4840",Advanced Computer Graphics Programming,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55529
CSC,"4841",Computer Animation,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55530
CSC,"4850",Machine Learning,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55531
CSC,"4851",Introduction to Deep Learning,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55532
CSC,"4870",Honors Thesis I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55533
CSC,"4880",Honors Thesis II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55534
CSC,"4940",Computer Science Internship,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55535
CSC,"4980",Topics in Computer Science,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55536
CSC,"4982",Undergraduate Research in Computer Science,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55537
CSC,"4995",CTW,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55538
CSC,"4998",Selected Topics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55539
CSC,"4999",Directed Readings,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55540
CMIS,"1020",Fundamentals of Game Art,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57857
CMIS,"1301",Programming for Games I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57978
CMIS,"1302",Programming for Games II,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57979
CMIS,"2100",Introduction to Games Industries,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57980
CMIS,"2110",Principles of Story Design,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57858
CMIS,"2115",Writing and Previsualization for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57859
CMIS,"2720",Data Structures and Algorithms for Games,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=57981
CMIS,"3150",Game Development I,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55359
CMIS,"4000",New Ventures in Creative Media,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55360
CMIS,"4005",Media Entrepreneurship Proseminar,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55361
CMIS,"4010",Media Business Development,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55362
CMIS,"4030",Managing the Creative Enterprise,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55363
CMIS,"4050",Producing for Television,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55364
CMIS,"4055",Advanced Producing Television / Greenlight,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55365
CMIS,"4060",Designing Story Experiences,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55366
CMIS,"4070",Media Analytics,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55367
CMIS,"4080",Media Design,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55368
CMIS,"4090",User Experience and Interface Design,4,Explore practical applications of anthropology.,https://catalogs.gsu.edu/preview_course_nopop.php?catoid=25&coid=55369
